Paket;NOPEN;NAMA KANTOR;NOPEN INDUK;REGIONAL;JENIS KANTOR;Status PSO;ALAMAT;PROVINSI;LATITUDE;LONGITUDE
PAKET 3A;15510;Teluknaga;15000;REGIONAL 2;KCP;Non LPU;Kampung Melayu Barat, Kel. Kp. Melayu Barat, Kec. Teluknaga, Tangerang;Banten;-6.202.605.504;1.066.123.079
PAKET 3A;15530;Mauk;15000;REGIONAL 2;KCP;Non LPU;Jl. Otista No. 25 Mauk, Kel. Mauk Timur, Kec. Mauk, Tangerang;Banten;-6.058.296;106.513.761
PAKET 3A;15560;Pasarkemis;15000;REGIONAL 2;KCP;Non LPU;Jl. Ry Psr Kemis No. 1 Kp Kbn Klpa, Kel. Pasarkemis, Kec. Pasarkemis, Tangerang;Banten;-6.254.370.211;1.065.979.834
PAKET 3A;15610;Balaraja;15000;REGIONAL 2;KCP;Non LPU;Jl. Raya Serang Km. 24 No. 41, Kel. Talagasari, Kec. Balaraja, Tangerang;Banten;-6.194.596;106.459.976
PAKET 3A;15710;Cikupa;15000;REGIONAL 2;KCP;Non LPU;Jl. Raya Sg Km. 16 Ds. Talagasari, Kel. Talagasari, Kec. Cikupa, Tangerang;Banten;-6.066.269.027;1.066.486.908
PAKET 3A;15810;Curug;15000;REGIONAL 2;KCP;Non LPU;Jl. PLP Curug No. 10 Curug Tng, Kel. Curug Kulon, Kec. Curug, Tangerang;Banten;-6.256.792;106.559.699
PAKET 3A;15820;Legok;15000;REGIONAL 2;KCP;LPU 2024;Jl. M. Soleh No. 28 Pasar Legok, Kel. Babakan Timur, Kec. Legok, Tangerang;Banten;-6.236.174.577;1.065.844.915
PAKET 3A;15821;Bojongnangka;15000;REGIONAL 2;KCP;Non LPU;Jl. Wijayakusuma Blok RC 1/19, Kel. Bojongnangka, Kec. Legok, Tangerang;Banten;-6.126.468.147;1.065.265.993
PAKET 3A;15116A;Tangerangkarawaci;15000;REGIONAL 2;KCP;Non LPU;Jl. Ciujung No. 1 Perumnas I Tng, Kel. Karawaci, Kec. Karawaci Baru, Kota Tangerang;Banten;-6.205.342;106.613.576
PAKET 3A;15121A;Tangerangkarangsari;15000;REGIONAL 2;KCP;Non LPU;Jl. M. Toha No. 20, Kel. Genoa Margasari, Kec. Karawaci Baru, Kota Tangerang;Banten;-6.172.259.569;1.065.749.837
PAKET 3A;15125A;Tangerangbush;15000;REGIONAL 2;KCP;Non LPU;Kompl Bandara No. 51, Kel. Benda, Kec. Benda, Tangerang;Banten;-6.147.123.914;1.066.746.866
PAKET 3A;15138A;Tangerangtamancibodas;15000;REGIONAL 2;KCP;Non LPU;Jl. Taman Cibodas Raya Bi No. 1, Kel. Uwung Jaya, Kec. Cibodas, Kota Tangerang;Banten;-6.213.364.503;1.065.997.956
PAKET 3A;15221;Tangerangselatanpondokbetung;15400;REGIONAL 2;KCP;Non LPU;"jl raya pondok aren no 28 rt003 rw002 pondok aren pondok karya tangsel deket mitra 10 pondok betung 
";Banten;-6.260.003;106.746.102
PAKET 3A;15310;Tangerangselatanserpong;15400;REGIONAL 2;KCP;Non LPU;Jl. Raya Serpong Tangerang, Kel. Serpong, Kec. Serpong ,Tangerang;Banten;-6.315.488;106.662.334
PAKET 3A;15316;Tangerangselatanpakujaya;15400;REGIONAL 2;KCP;Non LPU;Jl. Swadaya No. 1 Kp. Buaran, Kel. Pakujaya, Kec. Serpong, Tangerang;Banten;-6.236.577;106.677.639
PAKET 3A;15412A;Tangerangselatanpondokranji;15400;REGIONAL 2;KCP;Non LPU;Jl. WR Supratman Pondok Ranji, Kel. Pondok Ranji, Kec. Ciputat, Tangerang;Banten;-62.898.523;1.067.458.943
PAKET 3A;15418A;Tangerangselatanpondokcabe;15400;REGIONAL 2;KCP;Non LPU;Jl. Raya Terbang Layang No. 50 Pondok Cabe Udik Pamulang Tangerang;Banten;-6.344.587;10.675.891
PAKET 3A;16620;Ciampea;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Cibadak No. 1, Kel. Cibadak, Kec. Ciampea, Bogor;Jawa Barat;-6.557.762;106.692.347
PAKET 3A;16740;Cigombong;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Bogor - Sukabumi, Kel. Cigombong, Kec. Cigombong, Bogor;Jawa Barat;-6.737.557;1.068.177.511
PAKET 3A;16750;Cisarua;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Puncak, Kel. Cisarua . Kec. Cisarua, Bogor;Jawa Barat;-6.670.349;106.926.849
PAKET 3A;16132A;Bogorselatan;16000;REGIONAL 2;KCP;Non LPU;Jl. Layungsari II, Kel.Empang/Layungsari ,Kec.Bogor Selatan ,Bogor;Jawa Barat;-6.612.655;106.800.333
PAKET 3A;16144B;Bogortimur;16000;REGIONAL 2;KCP;Non LPU;Jl. Ry Pajajaran IPB Baranangsiang, Kel. Baranangsiang, Kec. Bogor Timur, Bogor;Jawa Barat;-6.606.259;106.810.021
PAKET 3A;16310A;Bogorsemplak;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Semplak, Kel. Curug, Kec. Bogor Barat, Bogor;Jawa Barat;-6.561.205;106.763.328
PAKET 3A;16710A;Bogorkedunghalang;16000;REGIONAL 2;KCP;Non LPU;Jl. Raya Kedunghalang, Kel. Sukaraja, Kec. Bogor Utara, Bogor;Jawa Barat;-6.543.325;106.820.932
PAKET 3A;16418A;Depokbaktijaya;16400;REGIONAL 2;KCP;Non LPU;Jl. Gama Setia Raya Komp.Pelni, Kel. Bakti Jaya, Kec. Sukmajaya, Depok;Jawa Barat;-63.707;10.684.926
PAKET 3A;16431A;Depokpancoranmas;16400;REGIONAL 2;KCP;Non LPU;Jl. Kartini Raya Depok Lama, Kel. Depok, Kec. Pancoran Mas, Depok;Jawa Barat;-6.403.512;106.818.932
PAKET 3A;16453A;Depokcimanggis;16400;REGIONAL 2;KCP;Non LPU;Jl. Gas Alam No. 22 RT.03/RW.07, Kel. Curug, Kec. Cimanggis, Depok;Jawa Barat;-6.382.441;106.870.767
PAKET 3A;16514A1;Depokcinere;16400;REGIONAL 2;KCP;Non LPU;Jl. Cinere Raya No. 29, Kel. Cinere, Kec. Limo, Depok;Jawa Barat;-634.102;106.779.864
PAKET 3A;16830;Jonggol;16900;REGIONAL 2;KCP;Non LPU;Jl. Raya Jonggol No. 1 Jonggol, Kel. Jonggol, Kel. Jonggol, Bogor;Jawa Barat;-6.466.328;10.706.049
PAKET 3A;16840;Cariu;16900;REGIONAL 2;KCP;LPU 2024;Jl. Brigjen Katamso Cariu, Kel. Bogor Cariu, Kec. Cariu, Bogor;Jawa Barat;-6.506.061;10.713.014
PAKET 3A;16918A;Cibinongciriung;16900;REGIONAL 2;KCP;Non LPU;Jl. Mayor Oking JA No. 47 Cibinong, Kel. Ciriung, Kec. Cibinong, Bogor;Jawa Barat;-6.468.914;106.859.673
PAKET 3A;17215;Setiaasih;17000;REGIONAL 2;KCP;Non LPU;Jl. Pdk Ungu Permai Blok AK 14 /2, Kel. Kaliabang Tengah, Kec. Bekasi Utara, Bekasi;Jawa Barat;-618.339;10.700.973
PAKET 3A;17112A;Bekasijaya;17000;REGIONAL 2;KCP;Non LPU;Jl. Karang Satria Kp Gudang, Kel. Bekasi Jaya, Kec. Bekasi Timur, Bekasi;Jawa Barat;-62.166.709;1.070.341.344
PAKET 3A;17114A;Bekasibumibekasibaru;17000;REGIONAL 2;KCP;Non LPU;Jl. Pramuka No. 27 Bjg, Kel. Rawa Lumbu, Kec. Rawa, Lumbu Bekasi;Jawa Barat;-626.963;10.700.377
PAKET 3A;17121A;Bekasiwismaasri;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Wisma Asri, Kel. Teluk Pucung, Kec. Bekasi Utara, Bekasi;Jawa Barat;-62.168.481;1.070.248.679
PAKET 3A;17122A;Bekasiperwira;17000;REGIONAL 2;KCP;Non LPU;Jl. HR. Tabrani, Kel. Perwira, Kec. Bekasi Utara, Bekasi;Jawa Barat;-620.387;10.700.505
PAKET 3A;17124A;Bekasiharapanjaya;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Seroja Harapan Jaya,Kel. Harapan Jaya, Kec. Bekasi Utara, Bekasi;Jawa Barat;-620.010.354;1.069.871.293
PAKET 3A;17134A;Bekasibintara;17000;REGIONAL 2;KCP;Non LPU;JL.Ry Bintara No. 12 Ruko Centra, Kel. Bintara, Kec. Bekasi Barat, Bekasi;Jawa Barat;-62.339.066;10.697.291
PAKET 3A;17136A;Bekasibintarajaya;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Bintara Jaya No. 11, Kel. Bintara Jaya, Kec. Bekasi Barat, Bekasi;Jawa Barat;-6.239.308;106.946.053
PAKET 3A;17144A;Bekasiperumnasdua;17000;REGIONAL 2;KCP;Non LPU;JL.Tawes Raya Perumnas Dua, Kel. Kayu Ringin Jaya, Kec. Bekasi Selatan, Bekasi;Jawa Barat;-624.458;106.989.855
PAKET 3A;17145A;Bekasiperumnassatu;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Komodo Perumnas Satu, Kel. Kayu Ringin Jaya, Kec. Bekasi Selatan, Bekasi;Jawa Barat;-6.398.157;10.681.068
PAKET 3A;17147A;Bekasimasnagaraya;17000;REGIONAL 2;KCP;Non LPU;Jl. Sadewa Raya C 372 Jaka Setia, Kel. Jaka Setia, Kec. Bekasi Selatan, Bekasi;Jawa Barat;-6.257.127;106.966.551
PAKET 3A;17148A;Bekasipekayonjaya;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Pekayon Jaya, Kel. Pekayon Jaya, Kec. Bekasi Selatan, Bekasi;Jawa Barat;-627.093;1.069.804
PAKET 3A;17411A1;Bekasijatiwaringin;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Jatiwaringin, Kel. Jatiwaringin, Kec. Pondokgede, Bekasi;Jawa Barat;-627.553;10.691.317
PAKET 3A;17412A1;Bekasijatibening;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Jatibening, Kel. Jatibening, Kec. Pondokgede, Bekasi;Jawa Barat;-626.674;10.695.015
PAKET 3A;17414A1;Bekasijatirahayu;17000;REGIONAL 2;KCP;Non LPU;Jl. Raya Hankam, Kel. Jatirahayu, Kec. Pondokgede, Bekasi;Jawa Barat;-6.291.646;106.917.288
PAKET 3A;17320B1;Setu;17500;REGIONAL 2;KCP;Non LPU;Jl.R. Suprapto No. 28 RT.01/01, Kel. Lubang Buaya, Kec. Setu, Bekasi;Jawa Barat;-6.335.542.867;1.070.424.439
PAKET 3A;17520B1;Cibitung;17500;REGIONAL 2;KCP;Non LPU;Jl.Raya Teuku Umar, Kel. Wanasari, Kec. Cibitung, Bekasi;Jawa Barat;-6.271.049;107.092.052
PAKET 3A;17540B1;Kedungwaringin;17500;REGIONAL 2;KCP;Non LPU;Jl.Kedungwaringin No.46, Kel. Kedung Waringin, Kec. Kedung Waringin, Bekasi;Jawa Barat;-6.261.389;107.271.944
PAKET 3A;17620B1;Tambelang;17500;REGIONAL 2;KCP;LPU 2024;Jl.Raya Tambelang, Kel. Sukarapih, Kec. Tambelang, Bekasi;Jawa Barat;-6.192.439.663;1.071.209.501
PAKET 3A;17630B1;Sukatani;17500;REGIONAL 2;KCP;LPU 2024;Kp Gianda RT.01/RW.01, Kel. Sukamulya, Kec. Sukatani, Bekasi;Jawa Barat;-6.166.638.095;1.071.775.371
PAKET 3A;17710B1;Pebayuran;17500;REGIONAL 2;KCP;LPU 2024;Jl.Raya Pebayuran No.110, Kel. Pebayuran, Kec. Pebayuran, Bekasi;Jawa Barat;-6.202.881.362;1.072.894.539
PAKET 3A;17830B1;Lemahabang;17500;REGIONAL 2;KCP;Non LPU;Jl.Jendral Urip, Kel. Waluya, Kec. Cikarang Utara, Bekasi;Jawa Barat;-6.266.629;107.177.551
PAKET 3A;42173;Baros;42100;REGIONAL 2;KCP;LPU 2024;Jl. Raya Pandeglang Km. 14 Baros, Kel. Baros, Kec. Baros, Serang;Banten;-62.103.795;1.061.335.795
PAKET 3A;42177;Kopo;42100;REGIONAL 2;KCP;LPU 2024;Jl. Raya Rangkas Bitung Km. 3, Kel. Jawilan, Kec. Kopo, Serang;Banten;-62.515.711;1.063.283.866
PAKET 3A;42182;Ciruas;42100;REGIONAL 2;KCP;Non LPU;Jl. Raya Jakarta Km. 9 No. 10 Crs, Kel. Citeureup, Kec. Ciruas, Serang;Banten;-60.935.895;1.060.849.118
PAKET 3A;42184;Kragilan;42100;REGIONAL 2;KCP;Non LPU;Jl. Raya Jakarta Km. 15 Kgl Sg, Kel. Kragilan, Kec. Kragilan, Serang;Banten;-6.139.721;106.284.258
PAKET 3A;42185;Kibin;42100;REGIONAL 2;KCP;Non LPU;Jl. Raya Jakarta Km. 23 Tambak, Kel. Ciagel, Kec. Kibin, Serang;Banten;-6.034.701;1.061.257.171
PAKET 3A;42186;Cikande;42100;REGIONAL 2;KCP;Non LPU;Jl. Raya Jakarta Km. 25 Cikande, Kel. Namboilir, Kec. Cikande, Serang;Banten;-6.205.509;106.354.566
PAKET 3A;42191;Kasemen;42100;REGIONAL 2;KCP;Non LPU;Jl. Karangantu, Kel. Banten, Kec. Kasemen, Serang;Banten;-6.038.587.931;1.061.611.993
PAKET 3A;42192;Pontang;42100;REGIONAL 2;KCP;LPU 2024;Jl. Ciptayasa No. 229 Pontang Sg, Kel. Singarajan, Kec. Pontang, Serang;Banten;-60.148.105;106.282.398
PAKET 3A;42193;Tirtayasa;42100;REGIONAL 2;KCP;LPU 2024;Jl. Sultan Ageung Tirtayasa No. 196, Kel. Tirtayasa, Kec. Tirtayasa, Serang;Banten;-6.022.688;10.632.777.569
PAKET 3A;42251;Cadasari;42200;REGIONAL 2;KCP;Non LPU;Jl. Raya Serang Km. 5 Cadasari, Kel. Cadasari, Kec. Cadasari, Pandeglang;Banten;-6.284.826;106.117.494
PAKET 3A;42252;Banjarpandeglang;42200;REGIONAL 2;KCP;LPU 2024;Jl. Raya Cibiuk Km. 5 Banjar, Kel. Banjar, Kec. Banjar, Pandeglang;Banten;-6.361.095;106.099.079
PAKET 3A;42262;Menes;42200;REGIONAL 2;KCP;LPU 2024;Jl. Banjar Kulon No. 3 Menes, Kel. Menes, Kec. Menes, Pandeglang;Banten;-6.377.615;105.914.804
PAKET 3A;42264;Labuan;42200;REGIONAL 2;KCP;LPU 2024;Jl. Perintis Kemerdekaan, Kel. Labuan Teluk, Kec. Labuan, Pandeglang;Banten;-6.368.674;105.825.436
PAKET 3A;42271;Cimanuk;42200;REGIONAL 2;KCP;LPU 2024;Jl. Raya Labuan Km. 10 Cimanuk, Kel. Cihideung, Kec. Cimanuk, Pandeglang;Banten;-6.347.494;106.045.393
PAKET 3A;42273;Saketi;42200;REGIONAL 2;KCP;LPU 2024;JL.Raya Labuan Km. 19 Saketi, Kel. Saketi, Kec. Saketi, Pandeglang;Banten;-6.402.731;105.990.925
PAKET 3A;42275;Picung;42200;REGIONAL 2;KCP;LPU 2024;Jl. Raya Malingping Picung, Kel. Picung, Kec. Picung, Pandeglang;Banten;-6.509.417;105.980.115
PAKET 3A;42281;Panimbang;42200;REGIONAL 2;KCP;LPU 2024;Jl. Raya Panimbang, Kel. Panimbang Jaya, Kec. Panimbang, Pandeglang;Banten;-6.497.686;105.792.863
PAKET 3A;42285;Cibaliung;42200;REGIONAL 2;KCP;LPU 2024;Jl. Raya Sumur Cibaliung, Kel. Cibaliung, Kec. Cibaliung, Pandeglang;Banten;-671.254.595.006.803;105.708.436.534.886
PAKET 3A;42352;Warunggunung;42300;REGIONAL 2;KCP;LPU 2024;Jl. Pandeglang, Kel. Selaraja, Kec. Warunggunung, Lebak;Banten;-6.338.905;106.183.665
PAKET 3A;42354;Gunungkencana;42300;REGIONAL 2;KCP;LPU 2024;Jl. Raya Cileles, Kel. Gunung Kencana, Kec. Gunung Kencana, Lebak;Banten;-6.488.723;10.612.575
PAKET 3A;42355;Banjarsarilebak;42300;REGIONAL 2;KCP;LPU 2024;Jl. Raya Saketi-Malingping, Kel. Banjarsari, Kec. Banjarsari, Lebak;Banten;-65.405.515;1.059.949.977
PAKET 3A;42362;Leuwidamar;42300;REGIONAL 2;KCP;LPU 2024;Jl. Leuwidamar Km. 22, Kel. Lebak Parahiang, Kec. Leuwidamar, Lebak;Banten;-65.124.793;1.061.930.879
PAKET 3A;42372;Cipanas;42300;REGIONAL 2;KCP;LPU 2024;Jl. Raya Bogor, Kel. Bintangresmi, Kec. Cipanas, Lebak;Banten;-6.526.429;106.412.674
PAKET 3A;42166;Anyerlor;42400;REGIONAL 2;KCP;LPU 2024;Jl. Raya Sirih Anyer km 125, Kel. Anyer Lor, Kec. Anyer, Serang;Banten;-6.055.098;105.920.061
PAKET 3A;42411A;Cilegonjombangtangsi;42400;REGIONAL 2;KCP;Non LPU;Jl. Dewi Sartika No. 2 Cilegon, Kel. Jombang Wetan, Kec. Jombang, Cilegon;Banten;-60.117;106.069.865
PAKET 3A;40115B;Bandungjuanda;40000;REGIONAL 3;KCP;Non LPU;Jl. Ir H Juanda No. 10 A Bandung, Kel. Citarum, Kec. Bandung Wetan, Bandung;Jawa Barat;-6.905.083;107.610.844
PAKET 3A;40116A;Bandungcicendo;40000;REGIONAL 3;KCP;Non LPU;Jl. Cihampelas No. 12 Bandung, Kel. Tamansari, Kec. Bandung Wetan, Bandung;Jawa Barat;-69.061.124;1.076.005.805
PAKET 3A;40134A;Bandungsadangserang;40000;REGIONAL 3;KCP;Non LPU;Jl. Sadang Serang No. 7 Bandung, Kel. Sekeloa, Kec. Coblong, Bandung;Jawa Barat;-6.889.195;107.626.206
PAKET 3A;40135B;Bandungdago;40000;REGIONAL 3;KCP;Non LPU;Jl. Dago Elos Bandung, Kel. Dago, Kec. Coblong, Bandung;Jawa Barat;-686.608;107.621.633
PAKET 3A;40151A;Bandungsarijadi;40000;REGIONAL 3;KCP;Non LPU;Jl. Sarimanah II No. 70 Bandung, Kel. Sarijadi, Kec. Sukasari, Bandung;Jawa Barat;-6.877.197;107.576.498
PAKET 3A;40153A;Bandunggegerkalong;40000;REGIONAL 3;KCP;Non LPU;Jl. Gegerkalong Hilir No. 47 Bd, Kel. Gegerkalong, Kec. Sukasari, Bandung;Jawa Barat;-6.870.043;107.591.041
PAKET 3A;40154B;Bandungsetiabudi;40000;REGIONAL 3;KCP;Non LPU;Jl. Dr. Setiabudi No. 229 Bandung, Kel. Isola, Kec. Sukasari, Bandung;Jawa Barat;-685.424.530.426.676;107.595.789.763.229
PAKET 3A;40161A;Bandungcipaganti;40000;REGIONAL 3;KCP;Non LPU;Jl. Cipaganti No. 143 Bandung, Kel. Pasteur, Kec. Sukajadi, Bandung;Jawa Barat;-6.887.279;107.601.846
PAKET 3A;40184A;Bandungandir;40000;REGIONAL 3;KCP;Non LPU;Jl. Burung Tungku No. 27 Bandung, Kel. Maleber, Kec. Andir, Bandung;Jawa Barat;-6.909.819;107.572.412
PAKET 3A;40222A;Bandungbabakanciparay;40000;REGIONAL 3;KCP;Non LPU;Kel. Babakan Ciparay, Kec. Babakan Ciparay, Bandung;Jawa Barat;-6.926.943;107.578.403
PAKET 3A;40222B;Bandungsumbersariindah;40000;REGIONAL 3;KCP;Non LPU;Jl. Sumber Hegar II / 1 Bandung Babakan Babakan Ciparay Bandung;Jawa Barat;-6.934.221;107.573.084
PAKET 3A;40225A;Bandungmargahayu;40000;REGIONAL 3;KCP;Non LPU;Jl. Bojong Pacing Bandung, Kel. Margasuka, Kec. Babakan Ciparay, Bandung;Jawa Barat;-6.981.463;107.562.032
PAKET 3A;40227A;Bandungsukamenak;40000;REGIONAL 3;KCP;Non LPU;Sukamenak Indah K.15 Bandung, Kel. Sukamenak, Kec. Dayeuhkolot, Bandung;Jawa Barat;-6.967.142;107.581.074
PAKET 3A;40232A;Bandungsitusaeur;40000;REGIONAL 3;KCP;Non LPU;Jl. Kopo No. 210 Bandung, Kel. Babakan Tarogong, Kec. Bojongloa, Bandung;Jawa Barat;-6.936.161;107.595.331
PAKET 3A;40262A;Bandungkosambi;40000;REGIONAL 3;KCP;Non LPU;Jl. Jend. A Yani No. 200 Bandung, Kel. Burangrang, Kec. Lengkong, Bandung;Jawa Barat;-6.919.367;107.623.585
PAKET 3A;40266A;Bandungbuahbatu;40000;REGIONAL 3;KCP;Non LPU;Jl. Terusan Buah Batu No. 6A Bd, Kel. Batununggal, Kec. Buah Batu, Bandung;Jawa Barat;-6.948.619;107.633.734
PAKET 3A;40275A;Bandungturangga;40000;REGIONAL 3;KCP;Non LPU;Jl. Taurus No. 39 Bandung, Kel. Gumuruh, Kec. Batununggal, Bandung;Jawa Barat;-6.935.628;10.763.741
PAKET 3A;40284A;Bandungkiaracondong;40000;REGIONAL 3;KCP;Non LPU;Jl. Kiaracondong No. 429 Bandung, Kel. Kebon Jayanti, Kec. Kiara Condong, Bandung;Jawa Barat;-6.938.083;107.642.614
PAKET 3A;40291A;Bandungantapani;40000;REGIONAL 3;KCP;Non LPU;Jl. Cikampek Raya Bandung, Kel. Antapani, Kec. Cicadas, Bandung;Jawa Barat;-6.916.185;107.656.899
PAKET 3A;40295A2;Ujungberungcisarantenkidul;40100;REGIONAL 3;KCP;Non LPU;Jl. Soekarno Hatta 427 Bandung, Kel. Cisaranten Kidul, Kec. Rancasari, Kota Bandung;Jawa Barat;-6.938.338;107.676.871
PAKET 3A;40381B2;Ciparay;40100;REGIONAL 3;KCP;Non LPU;Jl.Papakserang No.98 Ciparay, Kel. Serang Mekar, Kec. Cparay, Bandung;Jawa Barat;-7.036.655;107.713.133
PAKET 3A;40394B2;Rancaekek;40100;REGIONAL 3;KCP;Non LPU;Jl.Rancaekek No.481, Kel. Rancaekek, Kec. Rancaekek, Bandung.;Jawa Barat;-6.958.947;107.760.831
PAKET 3A;40395B2;Cicalengka;40100;REGIONAL 3;KCP;Non LPU;Jl.Raya Dipatiukur No.328 Ccl, Kel. Cicalengka Wetan, Kec. Cicalengka, Bandung;Jawa Barat;-698.789.425.676.291;107.839.630.723.065
PAKET 3A;4040L;DC Lembang;40400;REGIONAL 3;DC;Non LPU;Jl. Raya Lembang 357, Jayagiri, Lembang, Bandung Barat;Jawa Barat;-6.811.461.565.872.090;10.761.673.501.586.500
PAKET 3A;40553;Padalarang;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Padalarang No. 508, Kel. Kertamulya, Kec. Padalarang, Bandung Barat;Jawa Barat;-6.844.558;107.487.708
PAKET 3A;40555;Rajamandala;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Rajamandala No. 486, Kel. Mandalasari, Kec. Rajamandala, Bandung Barat;Jawa Barat;-683.261;10.734.798
PAKET 3A;40556;Cikalongwetan;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Cikalong Wetan No. 194, Kel. Mandalamukti, Kec. Cikalong Wetan, Bandung Barat;Jawa Barat;-6.750.467;107.445.217
PAKET 3A;40558;Cipeundeuy;40500;REGIONAL 3;KCP;Non LPU;Jl. SMP No. 2, Kel. Margaluyu, Kec. Cipeundeuy, Bandung Barat;Jawa Barat;-6.738.954;10.736.139
PAKET 3A;40561;Batujajar;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Barat RT.02/10, Kel. Batujajar Barat, Kec. Batujajar, Bandung Barat;Jawa Barat;-6.917.724;107.490.489
PAKET 3A;40562;Cililin;40500;REGIONAL 3;KCP;Non LPU;Jl. Cinta Karya No. 78, Kel. Cililin, Kec. Cililin, Bandung Barat;Jawa Barat;-6.944.715;107.458.095
PAKET 3A;40563;Sindangkerta;40500;REGIONAL 3;KCP;LPU 2024;Jl. Raya Sindangkerta No. 2, Kel. Sindangkerta, Kec. Sindangkerta, Bandung Barat;Jawa Barat;-699.168;1.074.047
PAKET 3A;40565;Gununghalu;40500;REGIONAL 3;KCP;Non LPU;Kp Pasanggrahan RT.03/01, Kel. Sirnajaya, Kec. Gununghalu, Bandung Barat;Jawa Barat;-7.108.998;107.305.571
PAKET 3A;40532A;Cimahileuwigajah;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Nanjung No. 15 RT.03/02, Kel. Utama, Kec. Cimahi Selatan, Cimahi;Jawa Barat;-690.451;10.753.472
PAKET 3A;40534A;Cimahimelongasih;40500;REGIONAL 3;KCP;Non LPU;Jl. Melong Raya 1 RT.04/14, Kel. Melong,Kec. Cimahi Selatan, Cimahi;Jawa Barat;-6.923.979;107.562.612
PAKET 3A;40767B1;Cihampelas;40500;REGIONAL 3;KCP;Non LPU;Jl. Raya Cihampelas, Kel. Cihampelas, Kec. Cihampelas, Bandung Barat;Jawa Barat;-693.025;10.749.867
PAKET 3A;40288;Bojongsoang;40900;REGIONAL 3;KCP;Non LPU;Jl. Raya Bojongsoang No. 48, Kel. Bojongsoang, Kec. Bojongsoang, Bandung;Jawa Barat;-698.249.001;1.076.330.653
PAKET 3A;40378;Pangalengan;40900;REGIONAL 3;KCP;Non LPU;Jl. Pribumi No. 2, Kel. Pangalengan, Kec. Pangalengan, Bandung;Jawa Barat;-7.176.519;107.573.004
PAKET 3A;41152;Jatiluhur;41100;REGIONAL 3;KCP;Non LPU;Jl. Raya Industri No. 1 Jatiluhur, Kel. Kembang Kuning, Kec. Jatiluhur, Purwakarta;Jawa Barat;-654.474.862.827.482;107.421.894.354.631
PAKET 3A;41162;Pleredpurwakarta;41100;REGIONAL 3;KCP;Non LPU;Jl. Warung Kondang Plered, Kel. Sindang Sari, Kec. Plered, Purwakarta;Jawa Barat;-6.642.518;107.387.197
PAKET 3A;41163;Darangdan;41100;REGIONAL 3;KCP;Non LPU;Jl. Raya Darangdan RT.19/RW.05, Kel. Darangdan, Kec. Darangdan, Purwakarta;Jawa Barat;-6.695.838;107.441.661
PAKET 3A;41164;Bojongpurwakarta;41100;REGIONAL 3;KCP;Non LPU;Jl. Raya Bojong Kampung Pilar Boj, Kel. Sukamanah, Kec. Bojong, Purwakarta;Jawa Barat;-6.706.238;107.498.083
PAKET 3A;41172;Pasawahan;41100;REGIONAL 3;KCP;LPU 2024;Jl. Pasar Pasawahan, Kel.Pasawahan, Kec. Pasawahan, Purwakarta;Jawa Barat;-6.584.302;107.466.735
PAKET 3A;41181;Campaka;41100;REGIONAL 3;KCP;LPU 2024;Jl. Raya Campaka-Subang, Kel. Cikumpay, Kec. Campaka, Purwakarta;Jawa Barat;-6.504.894;107.489.057
PAKET 3A;41182B1;Kotabukitindah;41100;REGIONAL 3;KCP;Non LPU;Kawasan Industri Kota Bukit Indah, Kel. Wanakerta, Kec. Bungursari, Purwakarta;Jawa Barat;-6.448.875;107.456.869
PAKET 3A;41252;Pagadenbaru;41200;REGIONAL 3;KCP;Non LPU;Jl. Raya Kamarung RT.29/8 Pgb, Kel. Sukamulya, Kec. Pagaden Baru, Subang;Jawa Barat;-6.463.539;107.810.289
PAKET 3A;41254;Pamanukan;41200;REGIONAL 3;KCP;Non LPU;Jl. Ion Martasasmita RT.26/17 Pnk, Kel. Rancasari, Kec. Pamanukan, Subang;Jawa Barat;-6.292.951;107.820.495
PAKET 3A;41255;Pusakanagara;41200;REGIONAL 3;KCP;LPU 2024;Jl. Raya Pusakanagara, Kel. Pusakaratu, Kec. Pusakanagara, Subang;Jawa Barat;-6.286.471;107.880.753
PAKET 3A;41261;Pasirbungur;41200;REGIONAL 3;KCP;Non LPU;Jl. Raya Purwodadi, Kel. Pasirbungur, Kec. Pasirbungur, Subang;Jawa Barat;-6.443.676;107.686.547
PAKET 3A;41271;Kalijati;41200;REGIONAL 3;KCP;Non LPU;Jl. Tugu Utara No. 286 Kalijati Timur, Kel. Kalijati, Kec. Kalijati, Subang;Jawa Barat;-652.414;107.673.649
